"",,,,,,,,,,,,,,,,,,,,,,,,,,,اِكْتدََح َ,,,,,,,,,,,,,,,تكََدح َ,,,,,,,,,,,,,,,كَدح َ,,,,,,,,,,,,,,,كَدَح َ  3,,,,,ص ص ص,,,,,70,,,,,7,,,,,ك د ح,,,,
"",,,,,,,,,,,,,,,,,اِس تكَد,,,,,,,,,,اِكْتد,,,,,,,,,,,,,,,تكََدد َ,,,,,أَكَد,,,,,كاد,,,,,كَدد َ,,,,,,,,,,,,,,,كَد   1,,,,,ص (ص ص),,,,,97,,,,,9,,,,,ك د د,,,,
"",,,,,,,,,,,,,,,,,اِس تكْدَر َ,,,,,اِكْدَر,,,,,,,,,,اِنكَدَر َ,,,,,تكَادَ  َر,,,,,تكََدر َ,,,,,أَكْد َر َ,,,,,,,,,,كَدر َ,,,,,كَدِر َ  4,,,,,كَدُر َ  5,,,,,كَدَر َ  1,,,,,ص ص ص,,,,,22,,,,,14,,,,,ك د ر,,,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,تكَادَسَ,,,,,تكََدسَ,,,,,,,,,,,,,,,كَد سَ,,,,,,,,,,,,,,,كَدَسَ   2,,,,,ص ص ص,,,,,430,,,,,16,,,,,ك د س,,,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,اِكْتدََشَ,,,,,,,,,,,,,,,تكََدشَ,,,,,أَكْدَشَ,,,,,,,,,,كَدشَ,,,,,,,,,,,,,,,كَدَشَ   2,,,,,ص ص ص,,,,,350,,,,,17,,,,,ك د ش,,,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,كَدَعَ  3,,,,,ص ص ص,,,,,113,,,,,22,,,,,ك د ع,,,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,أَكْدَفَ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ص ص ص,,,,,302,,,,,24,,,,,ك د ف,,,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,تكَادَ  َم,,,,,,,,,,أكُْدِم َ,,,,,كادَم َ,,,,,,,,,,,,,,,,,,,,كَدَ  َم   21,,,,,ص ص ص,,,,,331,,,,,33,,,,,ك د م,,,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,اِنكَدَن َ,,,,,,,,,,,,,,,,,,,,,,,,,كَدن َ,,,,,كَدِن َ  4,,,,,,,,,,كَدَن َ  1,,,,,ص ص ص,,,,,43,,,,,36,,,,,ك د ن,,,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,تكََده َ,,,,,أَكْدَه َ,,,,,,,,,,كَده َ,,,,,,,,,,,,,,,كَدَه َ  3,,,,,ص ص ص,,,,,483,,,,,36,,,,,ك د ه,,,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,كَدِي َ  4,,,,,,,,,,كَدا  1,,,,,ص ص و,,,,,383,,,,,39,,,,,ك د و,,,,,,,,,,,,,,,,,,,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,تكََدى,,,,,أَكْدَى,,,,,,,,,,كَدى,,,,,,,,,,,,,,,كَدَى  2,,,,,ص ص ي,,,,,383,,,,,39,,,,,ك د ي,,,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,تكَاذَبَ,,,,,تكََذبَ,,,,,أَكْذَبَ,,,,,كاذَبَ,,,,,كَذبَ,,,,,,,,,,,,,,,كَذَبَ   2,,,,,ص ص ص,,,,,114,,,,,4,,,,,ك ذ ب,,,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,كَذَحَ  3,,,,,ص ص ص,,,,,71,,,,,7,,,,,ك ذ ح,,,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,أَكَذ,,,,,,,,,,,,,,,,,,,,,,,,,كَذ   1,,,,,ص (ص ص),,,,,462,,,,,9,,,,,ك ذ ذ,,,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,أَكْذَى,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ص ص ع,,,,,387,,,,,39,,,,,ك ذ و,,,,
"",,,,,,,اِكْراب,,,,,,,,,,,,,,,,,,,,اِكْتَبَ,,,,,,,,,,,,,,,تكََربَ,,,,,أَكْرَبَ,,,,,كارَبَ,,,,,كَربَ,,,,,كَرِبَ  4,,,,,,,,,,كَرَبَ   1,,,,,ص ص ص,,,,,131,,,,,4,,,,,ك ر ب,,,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,كَرتَ,,,,,,,,,,,,,,,كَرَتَ  3,,,,,ص ص ص,,,,,59,,,,,5,,,,,ك ر ت,,,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,اِكْتَثَ,,,,,اِنكَرَثَ,,,,,,,,,,,,,,,أَكْرَثَ,,,,,,,,,,كَرثَ,,,,,,,,,,,,,,,كَرَثَ    12,,,,,ص ص ص,,,,,332,,,,,5,,,,,ك ر ث,,,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,اِكْ  ََت  َج,,,,,,,,,,,,,,,تكََرج َ,,,,,أَكْرَج َ,,,,,,,,,,كَرج َ,,,,,كَرِج َ  4,,,,,,,,,,,,,,,ص ص ص,,,,,171,,,,,6,,,,,ك ر ج,,,,
"",,,,اِفعَْول َ,,,,,اِفعْال,,,,,اِفعَْوْعلَ َ,,,,,اِس تفْعَل َ,,,,,اِفعَْل,,,,,اِفتْعََل َ,,,,,اِنفَْعَل َ,,,,,تفَاعلَ َ,,,,,تفََعل َ,,,,,أَفعَْل َ,,,,,فاعلَ َ,,,,,فعَل َ,,,,,فعَِل َ,,,,,فعَُل َ,,,,,فعََل َ,,,,,ا لنوع,,,,,الصفحة,,,,,المجلد,,,,,الجذر,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,كَرَخ َ  31,,,,,ص ص ص,,,,,328,,,,,7,,,,,ك ر خ,,,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,كارَد َ,,,,,,,,,,,,,,,,,,,,كَرَ َد  1,,,,,ص ص ص,,,,,102,,,,,9,,,,,ك ر د,,,,
"",,,,,,,,,,,,,,,,,اِس تكَر,,,,,,,,,,,,,,,,,,,,,,,,,تكََرر َ,,,,,,,,,,,,,,,كَرر َ,,,,,كَر   4,,,,,,,,,,كَر   21,,,,,ص (ص ص),,,,,27,,,,,14,,,,,ك ر ر,,,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,كارَز َ,,,,,كَرز َ,,,,,كَرِزَ  4,,,,,,,,,,كَرَز َ   12,,,,,ص ص ص,,,,,294,,,,,15,,,,,ك ر ز,,,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,اِنكَرَسَ,,,,,تكَارَسَ,,,,,تكََرسَ,,,,,أَكْرَسَ,,,,,,,,,,كَرسَ,,,,,كَرِسَ   4,,,,,,,,,,,,,,,ص ص ص,,,,,436,,,,,16,,,,,ك ر س,,,,
"",,,,,,,,,,,,,,,,,اِس تكْرَشَ,,,,,,,,,,,,,,,,,,,,,,,,,تكََرشَ,,,,,,,,,,,,,,,كَرشَ,,,,,كَرِشَ   4,,,,,,,,,,,,,,,ص ص ص,,,,,352,,,,,17,,,,,ك ر ش,,,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,اِكْتَصَ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,كَرصَ,,,,,,,,,,,,,,,كَرَصَ  2,,,,,ص ص ص,,,,,135,,,,,18,,,,,ك ر ص,,,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,أَكْرَضَ,,,,,,,,,,,,,,,,,,,,,,,,,كَرَضَ  2,,,,,ص ص ص,,,,,40,,,,,19,,,,,ك ر ض,,,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,كَرَظَ  1,,,,,ص ص ص,,,,,263,,,,,20,,,,,ك ر ظ,,,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,تكََرع َ,,,,,أَكْرَع َ,,,,,,,,,,كَرع َ,,,,,كَرعِ َ  4,,,,,,,,,,كَرَع َ  3,,,,,ص ص ص,,,,,115,,,,,22,,,,,ك ر ع,,,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,أَكْرَفَ,,,,,,,,,,كَرفَ,,,,,,,,,,,,,,,كَرَفَ   21,,,,,ص ص ص,,,,,303,,,,,24,,,,,ك ر ف,,,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,أَكْرَ  َك,,,,,,,,,,كَرك َ,,,,,,,,,,,,,,,,,,,,ص ص ص,,,,,312,,,,,27,,,,,ك ر ك,,,,
"",,,,,,,,,,,,,,,,,اِس تكْرَ َم,,,,,,,,,,,,,,,,,,,,تكَارَم َ,,,,,تكََرم َ,,,,,أَكْرَم َ,,,,,كارَم َ,,,,,كَرم َ,,,,,,,,,,كَرُم َ  5,,,,,كَرَ َم  1,,,,,ص ص ص,,,,,335,,,,,33,,,,,ك ر م,,,,
"",,,,,,,,,,,,,,,,,اِس تكْرَه َ,,,,,,,,,,,,,,,اِنكَرَه َ,,,,,تكارَه َ,,,,,تكََره َ,,,,,أَكْرَ َه,,,,,,,,,,كَره َ,,,,,كَرِه َ  4,,,,,كَرُه َ  5,,,,,,,,,,ص ص ص,,,,,484,,,,,36,,,,,ك ر ه,,,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,كَرِي َ  4,,,,,,,,,,كَرا  1,,,,,ص ص و,,,,,883,,,,,39,,,,,ك ر و,,,,
"",,,,,,,,,,,,,,,,,اِس تكْرَى,,,,,,,,,,اِكْتَى,,,,,,,,,,تكَارَى,,,,,تكََرى,,,,,أَكْرَى,,,,,كارَى,,,,,كَرى,,,,,كَرِي َ  4,,,,,,,,,,كَرَى  2,,,,,ص ص ي,,,,,883,,,,,39,,,,,ك ر ي,,,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,كَزِبَ   4,,,,,,,,,,,,,,,ص ص ص,,,,,144,,,,,4,,,,,ك ز ب,,,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,اِكْتََ,,,,,,,,,,,,,,,,,,,,أَكَز,,,,,,,,,,,,,,,,,,,,,,,,,كَز  1,,,,,ص (ص ص),,,,,299,,,,,15,,,,,ك ز ز,,,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,كَزَقَ,,,,,ص (ص ص),,,,,,,,,,,,,,,ك ز ق,,,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,تكََزم َ,,,,,أَكْزَ َم,,,,,,,,,,كَزم َ,,,,,كَزِم َ  4,,,,,,,,,,كَزَ َم  2,,,,,ص ص ص,,,,,356,,,,,33,,,,,ك ز م,,,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,كَزَى 2,,,,,ص ص ع,,,,,400,,,,,39,,,,,ك ز ي,,,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,كَسَأ َ 3,,,,,ص ص ء,,,,,387,,,,,1,,,,,ك س ء,,,,
"",,,,اِفعَْول َ,,,,,اِفعْال,,,,,اِفعَْوْعلَ َ,,,,,اِس تفْعَل َ,,,,,اِفعَْل,,,,,اِفتْعََ  َل,,,,,اِنفَْعَل َ,,,,,تفَاعلَ َ,,,,,تفََعل َ,,,,,أَفعَْل َ,,,,,فاعلَ َ,,,,,فعَل َ,,,,,فعَِل َ,,,,,فعَُل َ,,,,,فعََل َ,,,,,ا لنوع,,,,,الصفحة,,,,,المجلد,,,,,الجذر,,
"",,,,,,,,,,,,,,,,,اِس تكْسَ  َب,,,,,,,,,,اِكْتسََ  َب,,,,,,,,,,,,,,,تكََسب َ,,,,,أَكْسَ  َب,,,,,,,,,,,,,,,,,,,,,,,,,كَسَ  َب  2,,,,,ص ص ص,,,,,144,,,,,4,,,,,ك س ب,,,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,اِكْتسََ  َح,,,,,اِنكَسَح َ,,,,,,,,,,,,,,,,,,,,كاسَِ َ,,,,,,,,,,كَسِح َ  4,,,,,,,,,,كَسَ  َح  3,,,,,ص ص ص,,,,,73,,,,,7,,,,,ك س ح,,,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,اِنكَسَد َ,,,,,,,,,,,,,,,أَكْسَ  َد,,,,,,,,,,,,,,,,,,,,كَسُ  َد  5,,,,,كَسَ  َد  1,,,,,ص ص ص,,,,,108,,,,,9,,,,,ك س د,,,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,اِكْتسََ َ,,,,,اِنكَسَ َ,,,,,,,,,,تكََس َ,,,,,,,,,,كاسَ َ,,,,,كَس َ,,,,,,,,,,,,,,,كَسَ َ  2,,,,,ص ص ص,,,,,35,,,,,14,,,,,ك س ر,,,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,تكََسسَ,,,,,,,,,,,,,,,,,,,,كَس   4,,,,,,,,,,كَس   1,,,,,ص (ص ص),,,,,443,,,,,16,,,,,ك س س,,,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,اِكْتسََع َ,,,,,,,,,,,,,,,تكََسع َ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,كَسَ َع  3,,,,,ص ص ص,,,,,122,,,,,22,,,,,ك س ع,,,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,اِنكَسَفَ,,,,,,,,,,تكََسفَ,,,,,أَكْسَفَ,,,,,,,,,,كَسفَ,,,,,,,,,,,,,,,كَسَفَ  2,,,,,ص ص ص,,,,,306,,,,,24,,,,,ك س ف,,,,
"",,,,,,,,,,,,,,,,,اِس تكْسَل َ,,,,,,,,,,,,,,,,,,,,تكَاسَل َ,,,,,,,,,,أَكْسَ  َل,,,,,,,,,,كَسل َ,,,,,كَسِل َ  4,,,,,,,,,,,,,,,ص ص ص,,,,,326,,,,,30,,,,,ك س ل,,,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,كَسم َ,,,,,,,,,,,,,,,كَسَ  َم  2,,,,,ص ص ص,,,,,359,,,,,33,,,,,ك س م,,,,
"",,,,,,,,,,,,,,,,,اِس تكْسَ,,,,,,,,,,اِكْتسََ,,,,,,,,,,,,,,,تكََس,,,,,أَكْسَ,,,,,كاسَّ,,,,,,,,,,كََسِ  4,,,,,,,,,,كَسا  1,,,,,ص ص ع,,,,,400,,,,,39,,,,,ك س و,,,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,تكََشأ,,,,,أَكْشَأ,,,,,,,,,,كَشأ,,,,,كَشِئ َ  4,,,,,,,,,,كَشَأ  3,,,,,ص ص ء,,,,,388,,,,,1,,,,,ك ش ء,,,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,كَش  َب,,,,,,,,,,,,,,,كَش َب َ  2,,,,,ص ص ص,,,,,148,,,,,4,,,,,ك ش ب,,,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,اِنكَشَح َ,,,,,,,,,,تكََشح َ,,,,,,,,,,كاشَِ َ,,,,,كَشح َ,,,,,كَشِ  َح  4,,,,,,,,,,كَشَح َ  3,,,,,ص ص ص,,,,,75,,,,,7,,,,,ك ش ح,,,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,كَشخ َ 1,,,,,,,,,,,,,,,,,,,,ص ص ص,,,,,329,,,,,7,,,,,ك ش خ,,,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,أَكْشَ  َد,,,,,,,,,,,,,,,,,,,,,,,,,كَشَد َ  2,,,,,ص ص ص,,,,,109,,,,,9,,,,,ك ش د,,,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,تكََش َ,,,,,,,,,,كاشَ َ,,,,,كَش َ,,,,,كَشِ  4,,,,,,,,,,"كََشَ  2",,,,,ص ص ص,,,,,44,,,,,14,,,,,ك ش ر,,,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,تكَاش,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,كَش  2,,,,,ص (ص ص),,,,,359,,,,,17,,,,,ك ش ش,,,,
"",,,,,,,,,,,,,,,,,اِس تكْ  َشط َ,,,,,,,,,,,,,,,اِنكَشَط َ,,,,,,,,,,تكََشط َ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,كَشَط  2,,,,,ص ص ص,,,,,59,,,,,20,,,,,ك ش ط,,,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,كَشَعَ  3,,,,,ص ص ص,,,,,128,,,,,22,,,,,ك ش ع,,,,
"",,,,,,,,,,,,,,,,,اِس تكْشَفَ,,,,,,,,,,اِكْتشََفَ,,,,,اِنكَشَفَ,,,,,تكاشَفَ,,,,,تكََشفَ,,,,,أَكْشَفَ,,,,,كاشَفَ,,,,,كَشفَ,,,,,كَشِفَ   4,,,,,,,,,,كَشَفَ  2,,,,,ص ص ص,,,,,312,,,,,24,,,,,ك ش ف,,,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,اِكْتشََم َ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,كَشِم َ  4,,,,,,,,,,كَشَ  َم  1,,,,,ص ص ص,,,,,361,,,,,33,,,,,ك ش م,,,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,أَكْشَ,,,,,,,,,,,,,,,,,,,,,,,,,كَشا  1,,,,,ص ص و,,,,,404,,,,,39,,,,,ك ش و,,,,
"",,,,اِفعَْول َ,,,,,اِفعْال,,,,,اِفعَْوْعلَ َ,,,,,اِس تفْعَل َ,,,,,اِفعَْل,,,,,اِفتْعََل َ,,,,,اِنفَْعَل َ,,,,,تفَاعلَ َ,,,,,تفََعل َ,,,,,أَفعَْل َ,,,,,فاعلَ َ,,,,,فعَل َ,,,,,فعَِل َ,,,,,فعَُل َ,,,,,فعََل َ,,,,,ا لنوع,,,,,الصفحة,,,,,المجلد,,,,,الجذر,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,اِكْتص,,,,,,,,,,تكَاص,,,,,,,,,,أَكَص,,,,,,,,,,,,,,,,,,,,,,,,,كَص  2,,,,,ص (ص ص),,,,,137,,,,,18,,,,,ك ص ص,,,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,كَصَ  َم  2,,,,,ص ص ص,,,,,362,,,,,33,,,,,ك ص م,,,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,كَصَ  2,,,,,ص ص ع,,,,,406,,,,,39,,,,,ك ص ي,,,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,كَظَ  َب  1,,,,,ص ص ص,,,,,481,,,,,4,,,,,ك ظ ب,,,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,كَظَ  َر  1,,,,,ص ص ص,,,,,46,,,,,14,,,,,ك ظ ر,,,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,اِكْتظ,,,,,,,,,,تكَاظ,,,,,,,,,,,,,,,كاظ,,,,,كَظظ َ,,,,,,,,,,,,,,,كَظ   21,,,,,ص (ص ص),,,,,263,,,,,20,,,,,ك ظ ظ,,,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,اِنكَظَم َ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,كَظُ  َم  5,,,,,كَظَ  َم  2,,,,,ص ص ص,,,,,362,,,,,33,,,,,ك ظ م,,,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,تكََظى,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,كَظا  1,,,,,ص ص ع,,,,,406,,,,,39,,,,,ك ظ و,,,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,تكََعب َ,,,,,أَكْعَب َ,,,,,,,,,,كَعب َ,,,,,,,,,,,,,,,كَعَ  َب   312,,,,,ص ص ص,,,,,148,,,,,4,,,,,ك ع ب,,,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,أَكْعَتَ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ص ص ص,,,,,60,,,,,5,,,,,ك ع ت,,,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,أَكْعَر َ,,,,,,,,,,كَعر َ,,,,,كَعِر َ  4,,,,,,,,,,,,,,,ص ص ص,,,,,47,,,,,14,,,,,ك ع ر,,,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,كَعَزَ  3,,,,,ص ص ص,,,,,301,,,,,15,,,,,ك ع ز,,,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,كَعَصَ  3,,,,,ص ص ص,,,,,139,,,,,18,,,,,ك ع ص,,,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,أَكَع,,,,,,,,,,كَعع َ,,,,,كَع  4,,,,,,,,,,كَع   12,,,,,ص (ص ص),,,,,129,,,,,22,,,,,ك ع ع,,,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,أَكْعَفَ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ص ص ص,,,,,316,,,,,24,,,,,ك ع ف,,,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,تكََعك َ,,,,,,,,,,,,,,,كَع  َك,,,,,,,,,,,,,,,,,,,,ص ص ص,,,,,314,,,,,27,,,,,ك ع ك,,,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,تكََعل َ,,,,,,,,,,,,,,,كَع  َل,,,,,,,,,,كَعُلَ  5,,,,,,,,,,ص ص ص,,,,,330,,,,,30,,,,,ك ع ل,,,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,كاعََ َ,,,,,,,,,,,,,,,,,,,,كَعَ  َم  3,,,,,ص ص ص,,,,,367,,,,,33,,,,,ك ع م,,,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,أَكْعَن َ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ص ص ص,,,,,56,,,,,36,,,,,ك ع ن,,,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,كَعى,,,,,,,,,,,,,,,كَعا  1,,,,,ص ص ع,,,,,406,,,,,39,,,,,ك ع و,,,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,كاغىَ,,,,,,,,,,,,,,,,,,,,,,,,,ص ص ي,,,,,406,,,,,39,,,,,ك غ ي,,,,
"",,,,,,,,,,,,,,,,,اِس تكْفَأ,,,,,,,,,,اِكْتفََأ,,,,,اِنكَفَأ,,,,,تكَافأَ,,,,,تكََفأ,,,,,أَكْفَأ,,,,,كافأَ,,,,,كَفأ,,,,,,,,,,,,,,,كَفَأ  3,,,,,ص ص ء,,,,,389,,,,,1,,,,,ك ف ء,,,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,اِكْتفَتَ,,,,,اِنكَفَتَ,,,,,,,,,,تكََفتَ,,,,,,,,,,كافتََ,,,,,كَفتَ,,,,,,,,,,,,,,,كَفَتَ   2,,,,,ص ص ص,,,,,60,,,,,5,,,,,ك ف ت,,,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,تكَافحَ َ,,,,,تكََفح َ,,,,,أَكْفَح َ,,,,,كافحَ َ,,,,,,,,,,كَفِح َ  4,,,,,,,,,,كَفَ  َح  3,,,,,ص ص ص,,,,,78,,,,,7,,,,,ك ف ح,,,,
"",,,,اِفعَْول َ,,,,,اِفعْال,,,,,اِفعَْوْعلَ َ,,,,,اِس تفْعَ  َل,,,,,اِفعَْل,,,,,اِفتْعََل َ,,,,,اِنفَْعَ  َل,,,,,تفَاعلَ َ,,,,,تفََعل َ,,,,,أَفعَْل َ,,,,,فاعلَ َ,,,,,فعَل َ,,,,,فعَِل َ,,,,,فعَُل َ,,,,,فعََل َ,,,,,ال نوع,,,,,الصفحة,,,,,المجلد,,,,,الجذر,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,كَفَخَ  3,,,,,ص ص ص,,,,,330,,,,,7,,,,,ك ف خ,,,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,اِكْتفََر َ,,,,,,,,,,,,,,,تكََفر َ,,,,,أَكْفَ  َر,,,,,كافرَ َ,,,,,كَفر َ,,,,,,,,,,,,,,,كَفَ  َر   21,,,,,ص ص ص,,,,,50,,,,,14,,,,,ك ف ر,,,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,اِنكَفَسَ,,,,,,,,,,,,,,,أَكْفَسَ,,,,,,,,,,,,,,,كَفِسَ  4,,,,,,,,,,,,,,,ص ص ص,,,,,447,,,,,16,,,,,ك ف س,,,,
"",,,,,,,,,,,,,,,,,اِس تكَف,,,,,,,,,,اِكْتف,,,,,اِنكَف,,,,,تكَاف,,,,,تكََففَ,,,,,,,,,,,,,,,كَففَ,,,,,,,,,,,,,,,كَف   1,,,,,ص (ص ص),,,,,316,,,,,24,,,,,ك ف ف,,,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,,اِكْتفََ  َل,,,,,اِنكَفَ  َل,,,,,,,,,,تكََفل َ,,,,,أَكْفَ  َل,,,,,كافلَ َ,,,,,كَفل َ,,,,,كَفِلَ  4,,,,,كَفُلَ  5,,,,,كَفَل َ   12,,,,,ص ص ص,,,,,331,,,,,30,,,,,ك ف ل,,,,
